Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases
3132,34,Female,Jacket,Outerwear,59,Fall,2.9,No,No,No,11,Every 3 Months
3133,33,Female,Sweater,Clothing,97,Summer,4.2,No,No,No,26,Quarterly
3134,58,Female,T-shirt,Clothing,68,Spring,4.1,No,No,No,29,Bi-Weekly
3135,35,Female,Boots,Footwear,66,Spring,4.4,No,No,No,47,Weekly
3136,68,Female,Shoes,Footwear,85,Spring,4.7,No,No,No,48,Fortnightly
3137,58,Female,Skirt,Clothing,32,Fall,3.1,No,No,No,29,Bi-Weekly
3138,34,Female,Coat,Outerwear,44,Spring,2.7,No,No,No,14,Monthly
3139,47,Female,Blouse,Clothing,95,Fall,4.6,No,No,No,40,Every 3 Months
3140,35,Female,Sunglasses,Accessories,85,Winter,4.4,No,No,No,4,Weekly
3141,34,Female,Gloves,Accessories,44,Summer,4.6,No,No,No,37,Weekly
3142,36,Female,Sunglasses,Accessories,30,Winter,4.9,No,No,No,47,Bi-Weekly
3143,23,Female,Sneakers,Footwear,21,Winter,4,No,No,No,1,Quarterly
3144,68,Female,Hoodie,Clothing,22,Summer,2.9,No,No,No,26,Quarterly
3145,23,Female,Boots,Footwear,70,Spring,2.6,No,No,No,12,Quarterly
3146,57,Female,Handbag,Accessories,29,Spring,4.6,No,No,No,16,Fortnightly
3147,21,Female,Shirt,Clothing,83,Winter,4.9,No,No,No,19,Annually
3148,45,Female,Sweater,Clothing,99,Winter,4.3,No,No,No,21,Weekly
3149,37,Female,Shorts,Clothing,35,Fall,4.3,No,No,No,15,Weekly
3150,18,Female,Belt,Accessories,40,Winter,4.6,No,No,No,9,Annually
3151,55,Female,Blouse,Clothing,25,Spring,2.6,No,No,No,7,Bi-Weekly
3152,52,Female,T-shirt,Clothing,64,Fall,3.1,No,No,No,47,Quarterly
3153,49,Female,Belt,Accessories,90,Fall,3.1,No,No,No,17,Monthly
3154,56,Female,Socks,Clothing,88,Fall,3.1,No,No,No,46,Fortnightly
3155,27,Female,Belt,Accessories,55,Winter,4.4,No,No,No,32,Quarterly
3156,22,Female,Handbag,Accessories,90,Fall,4.3,No,No,No,34,Annually
3157,18,Female,Shirt,Clothing,50,Winter,3.1,No,No,No,18,Monthly
3158,21,Female,Belt,Accessories,34,Fall,3.1,No,No,No,5,Fortnightly
3159,30,Female,Jewelry,Accessories,77,Winter,4.9,No,No,No,44,Monthly
3160,62,Female,Hat,Accessories,89,Winter,2.9,No,No,No,4,Quarterly
3161,28,Female,Backpack,Accessories,87,Fall,3.8,No,No,No,37,Fortnightly
3162,66,Female,Dress,Clothing,77,Winter,4.2,No,No,No,43,Monthly
3163,66,Female,Shoes,Footwear,85,Winter,3.9,No,No,No,28,Quarterly
3164,49,Female,Pants,Clothing,66,Summer,2.8,No,No,No,36,Monthly
3165,40,Female,Dress,Clothing,32,Winter,2.6,No,No,No,16,Annually
3166,49,Female,Jacket,Outerwear,92,Spring,3,No,No,No,38,Every 3 Months
3167,19,Female,Shirt,Clothing,80,Winter,2.7,No,No,No,37,Fortnightly
3168,24,Female,Dress,Clothing,78,Fall,2.8,No,No,No,9,Bi-Weekly
3169,31,Female,Jeans,Clothing,24,Spring,2.9,No,No,No,14,Fortnightly
3170,35,Female,T-shirt,Clothing,59,Fall,3.8,No,No,No,3,Weekly
3171,65,Female,Sunglasses,Accessories,41,Spring,4.4,No,No,No,10,Fortnightly
3172,68,Female,Jewelry,Accessories,26,Spring,3.1,No,No,No,26,Bi-Weekly
3173,57,Female,Socks,Clothing,52,Fall,3.7,No,No,No,30,Bi-Weekly
3174,69,Female,Skirt,Clothing,46,Summer,4.9,No,No,No,32,Fortnightly
3175,45,Female,Pants,Clothing,52,Winter,3.8,No,No,No,35,Monthly
3176,35,Female,Socks,Clothing,42,Fall,3.4,No,No,No,26,Every 3 Months
3177,36,Female,Sandals,Footwear,37,Spring,4.6,No,No,No,39,Monthly
3178,55,Female,Belt,Accessories,52,Fall,3.2,No,No,No,31,Monthly
3179,66,Female,Sandals,Footwear,34,Spring,2.7,No,No,No,28,Annually
3180,57,Female,Shorts,Clothing,88,Spring,4.3,No,No,No,12,Bi-Weekly
3181,18,Female,Handbag,Accessories,88,Fall,3.8,No,No,No,46,Weekly
3182,31,Female,Jacket,Outerwear,51,Summer,4.4,No,No,No,27,Every 3 Months
3183,50,Female,Sunglasses,Accessories,97,Fall,3.6,No,No,No,4,Annually
3184,50,Female,Sneakers,Footwear,56,Winter,3.5,No,No,No,14,Every 3 Months
3185,61,Female,Sweater,Clothing,53,Spring,4.2,No,No,No,30,Quarterly
3186,52,Female,Skirt,Clothing,71,Fall,4.7,No,No,No,6,Annually
3187,38,Female,Jewelry,Accessories,93,Winter,4.8,No,No,No,43,Annually
3188,67,Female,Blouse,Clothing,72,Winter,3.2,No,No,No,28,Weekly
3189,42,Female,Blouse,Clothing,59,Winter,3.5,No,No,No,39,Monthly
3190,25,Female,Boots,Footwear,87,Summer,4.2,No,No,No,30,Bi-Weekly
3191,41,Female,Jeans,Clothing,78,Fall,3.4,No,No,No,5,Fortnightly
3192,62,Female,Hoodie,Clothing,68,Winter,4.7,No,No,No,42,Every 3 Months
3193,19,Female,Sweater,Clothing,76,Fall,3,No,No,No,20,Fortnightly
3194,63,Female,Gloves,Accessories,99,Winter,4,No,No,No,35,Fortnightly
3195,43,Female,Sneakers,Footwear,52,Summer,4.6,No,No,No,10,Bi-Weekly
3196,68,Female,Sunglasses,Accessories,58,Spring,4.9,No,No,No,36,Quarterly
3197,24,Female,Belt,Accessories,59,Winter,2.8,No,No,No,21,Fortnightly
3198,27,Female,Sweater,Clothing,71,Spring,3.2,No,No,No,29,Every 3 Months
3199,61,Female,Gloves,Accessories,94,Winter,2.8,No,No,No,39,Weekly
3200,59,Female,Handbag,Accessories,40,Winter,4.2,No,No,No,16,Monthly
3201,67,Female,Socks,Clothing,24,Spring,4.8,No,No,No,32,Monthly
3202,46,Female,Pants,Clothing,38,Fall,2.8,No,No,No,34,Monthly
3203,65,Female,Scarf,Accessories,37,Fall,4.5,No,No,No,38,Annually
3204,63,Female,Coat,Outerwear,29,Spring,4.1,No,No,No,14,Annually
3205,57,Female,Jacket,Outerwear,92,Fall,4.3,No,No,No,23,Bi-Weekly
3206,40,Female,Hoodie,Clothing,24,Fall,4.4,No,No,No,50,Every 3 Months
3207,36,Female,Boots,Footwear,52,Winter,3,No,No,No,49,Monthly
3208,67,Female,Socks,Clothing,29,Summer,2.7,No,No,No,14,Annually
3209,61,Female,Jewelry,Accessories,30,Winter,3.3,No,No,No,42,Weekly
3210,64,Female,Shoes,Footwear,31,Fall,4.3,No,No,No,39,Annually
3211,30,Female,Socks,Clothing,67,Summer,2.9,No,No,No,43,Bi-Weekly
3212,53,Female,Pants,Clothing,65,Winter,4.9,No,No,No,12,Monthly
3213,27,Female,Sneakers,Footwear,22,Winter,3.6,No,No,No,21,Weekly
3214,27,Female,Sunglasses,Accessories,56,Winter,3.3,No,No,No,33,Monthly
3215,53,Female,Skirt,Clothing,78,Spring,3.1,No,No,No,6,Annually
3216,34,Female,Coat,Outerwear,90,Summer,2.7,No,No,No,10,Every 3 Months
3217,39,Female,Hoodie,Clothing,85,Winter,3.4,No,No,No,18,Weekly
3218,44,Female,Sunglasses,Accessories,58,Fall,3.4,No,No,No,46,Weekly
3219,37,Female,Skirt,Clothing,34,Fall,3.9,No,No,No,49,Monthly
3220,57,Female,Coat,Outerwear,40,Summer,3.5,No,No,No,39,Weekly
3221,38,Female,Handbag,Accessories,29,Fall,4.1,No,No,No,16,Monthly
3222,21,Female,T-shirt,Clothing,76,Winter,3.2,No,No,No,28,Annually
3223,45,Female,Sunglasses,Accessories,84,Fall,4.6,No,No,No,22,Quarterly
3224,68,Female,Shirt,Clothing,65,Spring,3.9,No,No,No,36,Bi-Weekly
3225,37,Female,Hoodie,Clothing,80,Winter,2.7,No,No,No,18,Monthly
3226,53,Female,Blouse,Clothing,98,Fall,3,No,No,No,31,Weekly
3227,57,Female,Sneakers,Footwear,71,Spring,3.3,No,No,No,38,Fortnightly
3228,28,Female,Scarf,Accessories,69,Fall,2.7,No,No,No,42,Quarterly
3229,37,Female,Jewelry,Accessories,95,Spring,4.6,No,No,No,27,Annually
3230,54,Female,Pants,Clothing,67,Fall,2.7,No,No,No,24,Monthly
3231,49,Female,Sneakers,Footwear,49,Summer,2.5,No,No,No,38,Annually
3232,62,Female,Shoes,Footwear,97,Winter,4.4,No,No,No,9,Annually
3233,45,Female,T-shirt,Clothing,34,Spring,4,No,No,No,19,Monthly
3234,45,Female,Belt,Accessories,74,Fall,3.8,No,No,No,11,Bi-Weekly
3235,49,Female,Jewelry,Accessories,96,Winter,2.5,No,No,No,16,Quarterly
3236,27,Female,Belt,Accessories,68,Summer,4,No,No,No,18,Monthly
3237,63,Female,Belt,Accessories,84,Fall,4.1,No,No,No,8,Monthly
3238,61,Female,T-shirt,Clothing,57,Summer,2.8,No,No,No,4,Weekly
3239,25,Female,Sneakers,Footwear,84,Fall,3.4,No,No,No,37,Quarterly
3240,33,Female,Sunglasses,Accessories,32,Fall,2.7,No,No,No,30,Monthly
3241,56,Female,Sandals,Footwear,37,Fall,3.8,No,No,No,37,Monthly
3242,50,Female,Handbag,Accessories,58,Summer,4.4,No,No,No,30,Quarterly
3243,45,Female,Socks,Clothing,74,Fall,2.8,No,No,No,17,Weekly
3244,45,Female,Hoodie,Clothing,99,Summer,5,No,No,No,11,Every 3 Months
3245,65,Female,Sweater,Clothing,81,Fall,4.7,No,No,No,42,Annually
3246,63,Female,Pants,Clothing,76,Fall,3.2,No,No,No,20,Weekly
3247,70,Female,Sneakers,Footwear,98,Summer,2.9,No,No,No,37,Monthly
3248,53,Female,Gloves,Accessories,91,Summer,3.7,No,No,No,12,Fortnightly
3249,22,Female,T-shirt,Clothing,79,Summer,4.2,No,No,No,41,Quarterly
3250,26,Female,Backpack,Accessories,83,Summer,3.4,No,No,No,32,Quarterly
3251,23,Female,Coat,Outerwear,90,Spring,2.9,No,No,No,15,Weekly
3252,25,Female,Coat,Outerwear,20,Winter,3.7,No,No,No,39,Quarterly
3253,69,Female,Sandals,Footwear,21,Spring,2.7,No,No,No,48,Fortnightly
3254,36,Female,Backpack,Accessories,60,Fall,3.2,No,No,No,8,Fortnightly
3255,21,Female,Sweater,Clothing,31,Winter,4.9,No,No,No,11,Every 3 Months
3256,57,Female,Shorts,Clothing,40,Fall,2.8,No,No,No,36,Monthly
3257,60,Female,Sunglasses,Accessories,26,Winter,4.7,No,No,No,50,Every 3 Months
3258,44,Female,Shirt,Clothing,98,Fall,3.3,No,No,No,39,Every 3 Months
3259,31,Female,Shoes,Footwear,51,Spring,4.3,No,No,No,11,Bi-Weekly
3260,57,Female,Hat,Accessories,95,Fall,3.7,No,No,No,5,Every 3 Months
3261,39,Female,Scarf,Accessories,36,Summer,4.5,No,No,No,7,Annually
3262,48,Female,Belt,Accessories,52,Winter,3.4,No,No,No,50,Weekly
3263,42,Female,T-shirt,Clothing,35,Spring,2.7,No,No,No,21,Every 3 Months
3264,56,Female,Shorts,Clothing,68,Fall,4.4,No,No,No,31,Fortnightly
3265,28,Female,Pants,Clothing,50,Winter,4,No,No,No,39,Bi-Weekly
3266,40,Female,Sunglasses,Accessories,100,Winter,3.2,No,No,No,28,Fortnightly
3267,49,Female,Coat,Outerwear,74,Winter,4.2,No,No,No,33,Weekly
3268,37,Female,Hoodie,Clothing,45,Winter,3,No,No,No,42,Quarterly
3269,22,Female,Dress,Clothing,97,Fall,2.8,No,No,No,5,Every 3 Months
3270,27,Female,Blouse,Clothing,60,Winter,4.9,No,No,No,25,Monthly
3271,59,Female,Socks,Clothing,25,Winter,4.7,No,No,No,48,Annually
3272,35,Female,Socks,Clothing,55,Spring,4.4,No,No,No,30,Weekly
3273,58,Female,Shoes,Footwear,99,Winter,3.1,No,No,No,34,Quarterly
3274,58,Female,Belt,Accessories,45,Summer,2.6,No,No,No,34,Every 3 Months
3275,46,Female,Sweater,Clothing,20,Spring,3.9,No,No,No,14,Fortnightly
3276,43,Female,Pants,Clothing,88,Summer,2.6,No,No,No,2,Weekly
3277,39,Female,Scarf,Accessories,99,Summer,4,No,No,No,41,Every 3 Months
3278,59,Female,Skirt,Clothing,86,Spring,4.9,No,No,No,3,Monthly
3279,59,Female,Dress,Clothing,70,Summer,3.3,No,No,No,18,Weekly
3280,59,Female,Hat,Accessories,50,Fall,3,No,No,No,1,Fortnightly
3281,45,Female,Handbag,Accessories,57,Winter,2.7,No,No,No,5,Monthly
3282,27,Female,Pants,Clothing,69,Winter,3.1,No,No,No,41,Annually
3283,24,Female,T-shirt,Clothing,94,Fall,4.8,No,No,No,5,Monthly
3284,47,Female,Jacket,Outerwear,24,Spring,2.9,No,No,No,10,Every 3 Months
3285,70,Female,Scarf,Accessories,79,Spring,4.5,No,No,No,20,Annually
3286,58,Female,Hat,Accessories,31,Fall,4.6,No,No,No,11,Weekly
3287,45,Female,Jacket,Outerwear,67,Winter,5,No,No,No,4,Fortnightly
3288,24,Female,Skirt,Clothing,63,Spring,4.3,No,No,No,38,Weekly
3289,67,Female,Handbag,Accessories,61,Spring,4.9,No,No,No,19,Bi-Weekly
3290,31,Female,Backpack,Accessories,50,Summer,4,No,No,No,16,Every 3 Months
3291,52,Female,Coat,Outerwear,82,Spring,3.1,No,No,No,2,Monthly
3292,29,Female,Belt,Accessories,51,Fall,2.6,No,No,No,11,Monthly
3293,62,Female,Handbag,Accessories,23,Spring,4.9,No,No,No,18,Fortnightly
3294,19,Female,Coat,Outerwear,91,Spring,3.5,No,No,No,47,Fortnightly
3295,62,Female,Sweater,Clothing,60,Spring,4.5,No,No,No,15,Bi-Weekly
3296,70,Female,Blouse,Clothing,34,Summer,2.8,No,No,No,15,Weekly
3297,20,Female,Blouse,Clothing,23,Spring,4.2,No,No,No,47,Quarterly
3298,67,Female,Belt,Accessories,82,Fall,4.1,No,No,No,47,Monthly
3299,65,Female,Jacket,Outerwear,73,Fall,3.5,No,No,No,6,Every 3 Months
3300,45,Female,Shorts,Clothing,32,Spring,4,No,No,No,18,Monthly
3301,26,Female,Hat,Accessories,80,Spring,4,No,No,No,40,Bi-Weekly
3302,36,Female,Pants,Clothing,58,Summer,2.5,No,No,No,31,Fortnightly
3303,36,Female,Blouse,Clothing,82,Winter,4.2,No,No,No,31,Bi-Weekly
3304,20,Female,Belt,Accessories,60,Summer,3.4,No,No,No,4,Fortnightly
3305,30,Female,Handbag,Accessories,79,Fall,4.8,No,No,No,36,Every 3 Months
3306,34,Female,Hoodie,Clothing,41,Summer,4.9,No,No,No,31,Bi-Weekly
3307,63,Female,Jacket,Outerwear,39,Summer,3.6,No,No,No,6,Fortnightly
3308,18,Female,Scarf,Accessories,36,Winter,4,No,No,No,1,Monthly
3309,55,Female,Jeans,Clothing,70,Fall,2.6,No,No,No,29,Monthly
3310,48,Female,Handbag,Accessories,47,Summer,3.1,No,No,No,19,Monthly
3311,45,Female,Jacket,Outerwear,27,Winter,3.6,No,No,No,12,Fortnightly
3312,29,Female,Hat,Accessories,52,Summer,4,No,No,No,18,Annually
3313,55,Female,Sneakers,Footwear,75,Summer,3.9,No,No,No,45,Quarterly
3314,55,Female,Hat,Accessories,30,Fall,3.9,No,No,No,45,Monthly
3315,55,Female,Socks,Clothing,94,Spring,3.3,No,No,No,8,Quarterly
3316,48,Female,Scarf,Accessories,68,Summer,2.9,No,No,No,4,Every 3 Months
3317,42,Female,Socks,Clothing,45,Summer,3.1,No,No,No,5,Fortnightly
3318,21,Female,Hat,Accessories,67,Summer,4.7,No,No,No,30,Quarterly
3319,45,Female,Jacket,Outerwear,46,Summer,3.9,No,No,No,15,Monthly
3320,23,Female,Shorts,Clothing,31,Summer,4.3,No,No,No,17,Every 3 Months
3321,66,Female,Blouse,Clothing,44,Fall,4.2,No,No,No,45,Every 3 Months
3322,32,Female,Coat,Outerwear,100,Winter,4.3,No,No,No,3,Annually
3323,52,Female,Sweater,Clothing,92,Winter,4.6,No,No,No,43,Weekly
3324,54,Female,Handbag,Accessories,78,Winter,3.8,No,No,No,4,Monthly
3325,37,Female,T-shirt,Clothing,32,Fall,3.3,No,No,No,41,Weekly
3326,29,Female,Sandals,Footwear,97,Fall,3.7,No,No,No,16,Monthly
3327,47,Female,Gloves,Accessories,95,Summer,4.3,No,No,No,10,Annually
3328,47,Female,Shorts,Clothing,64,Spring,4.1,No,No,No,2,Quarterly
3329,42,Female,Sandals,Footwear,35,Spring,3.2,No,No,No,11,Bi-Weekly
3330,34,Female,Backpack,Accessories,54,Winter,3.8,No,No,No,1,Bi-Weekly
3331,38,Female,Sneakers,Footwear,96,Spring,3.2,No,No,No,41,Quarterly
3332,55,Female,Sunglasses,Accessories,58,Summer,3.5,No,No,No,39,Quarterly
3333,27,Female,T-shirt,Clothing,23,Summer,3.1,No,No,No,1,Bi-Weekly
3334,55,Female,Jeans,Clothing,35,Spring,4.2,No,No,No,3,Monthly
3335,66,Female,Shirt,Clothing,23,Summer,3.4,No,No,No,21,Annually
3336,44,Female,Hat,Accessories,94,Winter,3.5,No,No,No,48,Quarterly
3337,39,Female,Blouse,Clothing,45,Fall,4,No,No,No,24,Annually
3338,23,Female,Jacket,Outerwear,23,Winter,4.4,No,No,No,45,Bi-Weekly
3339,29,Female,Skirt,Clothing,94,Winter,2.9,No,No,No,46,Monthly
3340,20,Female,Gloves,Accessories,99,Fall,3.6,No,No,No,35,Fortnightly
3341,42,Female,T-shirt,Clothing,36,Fall,4.4,No,No,No,47,Fortnightly
3342,55,Female,Jacket,Outerwear,50,Summer,4.5,No,No,No,35,Monthly
3343,66,Female,Jacket,Outerwear,81,Spring,3.8,No,No,No,45,Weekly
3344,24,Female,Shorts,Clothing,31,Winter,3.6,No,No,No,6,Bi-Weekly
3345,62,Female,Hat,Accessories,48,Fall,4.3,No,No,No,20,Annually
3346,28,Female,Handbag,Accessories,91,Summer,4,No,No,No,3,Bi-Weekly
3347,30,Female,Jeans,Clothing,99,Summer,3.4,No,No,No,30,Quarterly
3348,22,Female,Shoes,Footwear,70,Summer,4.4,No,No,No,28,Bi-Weekly
3349,28,Female,T-shirt,Clothing,74,Winter,2.8,No,No,No,15,Every 3 Months
3350,35,Female,Jewelry,Accessories,79,Fall,2.8,No,No,No,29,Quarterly
3351,45,Female,Handbag,Accessories,33,Fall,4.9,No,No,No,15,Bi-Weekly
3352,43,Female,Shirt,Clothing,49,Spring,4.2,No,No,No,18,Fortnightly
3353,55,Female,Belt,Accessories,96,Summer,2.9,No,No,No,7,Bi-Weekly
3354,31,Female,Dress,Clothing,66,Fall,4.6,No,No,No,19,Every 3 Months
3355,42,Female,Skirt,Clothing,45,Fall,2.8,No,No,No,15,Weekly
3356,40,Female,Blouse,Clothing,28,Spring,2.6,No,No,No,3,Bi-Weekly
3357,39,Female,Jeans,Clothing,48,Summer,3.5,No,No,No,13,Bi-Weekly
3358,41,Female,Hoodie,Clothing,67,Winter,3.5,No,No,No,37,Monthly
3359,56,Female,T-shirt,Clothing,59,Fall,3.4,No,No,No,26,Annually
3360,43,Female,Sunglasses,Accessories,74,Fall,3.9,No,No,No,29,Monthly
3361,22,Female,Jacket,Outerwear,81,Spring,3.3,No,No,No,47,Every 3 Months
3362,47,Female,Shoes,Footwear,26,Spring,4.1,No,No,No,47,Bi-Weekly
3363,50,Female,Handbag,Accessories,61,Summer,3,No,No,No,48,Fortnightly
3364,58,Female,Sweater,Clothing,23,Winter,3,No,No,No,46,Bi-Weekly
3365,50,Female,Scarf,Accessories,33,Fall,3.2,No,No,No,7,Monthly
3366,43,Female,Skirt,Clothing,58,Fall,3.9,No,No,No,45,Every 3 Months
3367,38,Female,Gloves,Accessories,65,Spring,3.6,No,No,No,47,Quarterly
3368,44,Female,T-shirt,Clothing,48,Summer,3.1,No,No,No,6,Fortnightly
3369,30,Female,Sandals,Footwear,25,Spring,4.8,No,No,No,29,Every 3 Months
3370,47,Female,Sweater,Clothing,51,Winter,3.8,No,No,No,42,Monthly
3371,30,Female,Belt,Accessories,31,Summer,2.8,No,No,No,46,Fortnightly
3372,49,Female,Hoodie,Clothing,99,Winter,4,No,No,No,28,Annually
3373,56,Female,Socks,Clothing,25,Winter,4.6,No,No,No,14,Every 3 Months
3374,70,Female,Sandals,Footwear,52,Spring,3.5,No,No,No,12,Every 3 Months
3375,22,Female,Blouse,Clothing,47,Spring,3.7,No,No,No,41,Annually
3376,51,Female,Boots,Footwear,98,Fall,4.9,No,No,No,8,Annually
3377,22,Female,Hat,Accessories,46,Winter,4.1,No,No,No,24,Quarterly
3378,37,Female,Shirt,Clothing,32,Winter,4.6,No,No,No,18,Fortnightly
3379,49,Female,Shorts,Clothing,75,Fall,4.5,No,No,No,6,Quarterly
3380,61,Female,Handbag,Accessories,51,Summer,5,No,No,No,40,Weekly
3381,41,Female,Dress,Clothing,52,Summer,3.8,No,No,No,6,Every 3 Months
3382,57,Female,Hat,Accessories,66,Winter,4.7,No,No,No,27,Quarterly
3383,34,Female,Sweater,Clothing,35,Spring,2.8,No,No,No,2,Weekly
3384,27,Female,Coat,Outerwear,43,Fall,2.6,No,No,No,39,Bi-Weekly
3385,39,Female,Hoodie,Clothing,24,Summer,3.8,No,No,No,9,Quarterly
3386,62,Female,Jewelry,Accessories,83,Winter,2.8,No,No,No,16,Every 3 Months
3387,34,Female,T-shirt,Clothing,62,Fall,2.6,No,No,No,36,Quarterly
3388,53,Female,Pants,Clothing,78,Spring,3.4,No,No,No,2,Bi-Weekly
3389,35,Female,Sweater,Clothing,61,Spring,4.5,No,No,No,21,Weekly
3390,38,Female,Pants,Clothing,57,Fall,3.8,No,No,No,39,Annually
3391,32,Female,Socks,Clothing,70,Summer,3,No,No,No,38,Annually
3392,47,Female,Hoodie,Clothing,57,Fall,3.7,No,No,No,6,Every 3 Months
3393,53,Female,Scarf,Accessories,74,Winter,4.4,No,No,No,6,Bi-Weekly
3394,60,Female,Dress,Clothing,90,Fall,3.1,No,No,No,50,Monthly
3395,31,Female,Sandals,Footwear,98,Spring,4.2,No,No,No,9,Annually
3396,44,Female,Dress,Clothing,43,Winter,3.1,No,No,No,15,Every 3 Months
3397,29,Female,Pants,Clothing,37,Winter,5,No,No,No,5,Quarterly
3398,19,Female,Blouse,Clothing,38,Summer,2.7,No,No,No,13,Bi-Weekly
3399,54,Female,Jeans,Clothing,60,Winter,3.8,No,No,No,44,Fortnightly
3400,40,Female,Pants,Clothing,55,Winter,3.3,No,No,No,36,Annually
3401,39,Female,Sunglasses,Accessories,51,Fall,4.8,No,No,No,18,Fortnightly
3402,44,Female,Backpack,Accessories,71,Winter,3.4,No,No,No,39,Weekly
3403,22,Female,Hoodie,Clothing,61,Spring,4.4,No,No,No,11,Every 3 Months
3404,30,Female,Boots,Footwear,65,Summer,3.9,No,No,No,1,Bi-Weekly
3405,69,Female,Gloves,Accessories,34,Fall,3.9,No,No,No,34,Annually
3406,28,Female,Blouse,Clothing,87,Summer,4.2,No,No,No,47,Bi-Weekly
3407,57,Female,Sweater,Clothing,79,Spring,4,No,No,No,24,Quarterly
3408,46,Female,Dress,Clothing,46,Spring,2.6,No,No,No,20,Quarterly
3409,48,Female,Socks,Clothing,72,Summer,4.4,No,No,No,11,Annually
3410,24,Female,Shirt,Clothing,93,Summer,3.2,No,No,No,3,Every 3 Months
3411,50,Female,Sandals,Footwear,76,Summer,4.3,No,No,No,38,Bi-Weekly
3412,29,Female,Shoes,Footwear,56,Winter,4.9,No,No,No,45,Weekly
3413,61,Female,Sandals,Footwear,83,Fall,3.8,No,No,No,31,Quarterly
3414,34,Female,Gloves,Accessories,90,Winter,2.5,No,No,No,16,Bi-Weekly
3415,27,Female,Boots,Footwear,94,Spring,4.9,No,No,No,3,Quarterly
3416,38,Female,Blouse,Clothing,68,Fall,3,No,No,No,15,Annually
3417,25,Female,Sandals,Footwear,53,Spring,3.2,No,No,No,11,Every 3 Months
3418,54,Female,Coat,Outerwear,35,Summer,2.9,No,No,No,22,Fortnightly
3419,53,Female,Jacket,Outerwear,30,Summer,2.8,No,No,No,35,Annually
3420,23,Female,Jewelry,Accessories,26,Winter,3.1,No,No,No,5,Bi-Weekly
3421,19,Female,Hat,Accessories,60,Winter,3.4,No,No,No,35,Bi-Weekly
3422,57,Female,Shoes,Footwear,30,Summer,2.9,No,No,No,27,Weekly
3423,19,Female,Coat,Outerwear,91,Winter,3.2,No,No,No,9,Monthly
3424,33,Female,Boots,Footwear,71,Spring,3.8,No,No,No,21,Bi-Weekly
3425,33,Female,Scarf,Accessories,64,Summer,3.6,No,No,No,23,Monthly
3426,38,Female,Hat,Accessories,54,Summer,4.3,No,No,No,3,Bi-Weekly
3427,47,Female,Socks,Clothing,35,Fall,4.8,No,No,No,31,Annually
3428,39,Female,T-shirt,Clothing,38,Winter,2.5,No,No,No,44,Annually
3429,32,Female,Jewelry,Accessories,69,Fall,2.5,No,No,No,20,Monthly
3430,27,Female,Skirt,Clothing,96,Winter,4.6,No,No,No,34,Weekly
3431,67,Female,Socks,Clothing,73,Winter,4.2,No,No,No,17,Every 3 Months
3432,46,Female,Belt,Accessories,49,Summer,4.2,No,No,No,20,Annually
3433,36,Female,Boots,Footwear,44,Summer,4.8,No,No,No,46,Every 3 Months
3434,62,Female,Socks,Clothing,93,Spring,4.5,No,No,No,28,Annually
3435,31,Female,Pants,Clothing,72,Summer,3.3,No,No,No,6,Fortnightly
3436,68,Female,Socks,Clothing,91,Summer,2.7,No,No,No,50,Bi-Weekly
3437,57,Female,Belt,Accessories,83,Winter,2.8,No,No,No,41,Monthly
3438,22,Female,Jacket,Outerwear,62,Winter,3.5,No,No,No,50,Annually
3439,26,Female,Shirt,Clothing,71,Fall,3,No,No,No,33,Monthly
3440,43,Female,Gloves,Accessories,93,Summer,4.5,No,No,No,25,Quarterly
3441,45,Female,Handbag,Accessories,63,Fall,4.3,No,No,No,2,Weekly
3442,64,Female,Sweater,Clothing,96,Fall,4.1,No,No,No,15,Annually
3443,28,Female,Skirt,Clothing,78,Spring,4.3,No,No,No,12,Weekly
3444,47,Female,Dress,Clothing,24,Summer,5,No,No,No,28,Bi-Weekly
3445,53,Female,Pants,Clothing,63,Summer,3.8,No,No,No,12,Bi-Weekly
3446,42,Female,Hat,Accessories,58,Fall,4.9,No,No,No,3,Annually
3447,51,Female,Boots,Footwear,55,Spring,5,No,No,No,20,Weekly
3448,62,Female,Sandals,Footwear,58,Fall,4.3,No,No,No,3,Bi-Weekly
3449,18,Female,Coat,Outerwear,28,Winter,4.1,No,No,No,32,Fortnightly
3450,48,Female,Blouse,Clothing,37,Spring,4.5,No,No,No,35,Monthly
3451,20,Female,Shorts,Clothing,78,Spring,3.6,No,No,No,31,Monthly
3452,32,Female,Blouse,Clothing,73,Fall,3,No,No,No,13,Annually
3453,26,Female,Jacket,Outerwear,20,Spring,3.7,No,No,No,3,Fortnightly
3454,31,Female,Shirt,Clothing,60,Winter,4.3,No,No,No,48,Bi-Weekly
3455,55,Female,Handbag,Accessories,71,Fall,4.6,No,No,No,15,Bi-Weekly
3456,49,Female,T-shirt,Clothing,89,Fall,4.7,No,No,No,13,Annually
3457,42,Female,Hoodie,Clothing,53,Fall,4.6,No,No,No,21,Monthly
3458,64,Female,Jewelry,Accessories,87,Summer,3,No,No,No,29,Fortnightly
3459,68,Female,Jewelry,Accessories,37,Spring,3.4,No,No,No,24,Quarterly
3460,68,Female,Hoodie,Clothing,37,Fall,3.8,No,No,No,21,Annually
3461,41,Female,Scarf,Accessories,78,Spring,3.1,No,No,No,5,Bi-Weekly
